,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,clusters
1025,153554,0,1,1,1,11786,6,1750,4,5784,2
1026,42990,0,1,1,1,5345,3,0,0,5804,2
1027,16664,0,1,1,1,0,0,0,0,5778,2
1028,37618,0,3,1,1,17385,7,0,0,5818,2
1029,53384,0,3,1,1,16907,12,0,0,5778,2
1030,43326,0,1,1,1,1100,7,1100,7,5776,2
1031,113683,0,3,1,1,11821,12,0,0,5773,2
1032,77930,0,4,1,1,37541,35,3600,18,5773,2
1033,27625,0,3,1,1,27799,16,500,1,5772,1
1034,33835,0,1,1,1,2280,7,1000,2,5771,2
1035,165144,3692,2,1,1,10232,16,750,2,5770,2
1036,154664,0,4,1,3,73881,33,0,0,5769,2
1037,36935,0,4,1,1,34448,17,0,0,5766,1
1038,67904,0,1,1,1,81,1,0,0,5764,2
1039,57434,0,2,1,1,11140,16,0,0,5770,2
1040,11031,0,1,1,1,1600,5,0,0,5762,2
1041,78268,0,1,1,1,6172,13,500,1,5758,2
1042,98213,0,5,1,1,68013,29,0,0,5755,1
1043,9430,0,3,1,1,11323,13,0,0,5756,1
1044,5195,0,1,1,1,33050,3,50,1,5755,3
1045,9793,0,1,1,1,3100,2,0,0,5755,2
1046,34690,0,3,1,1,18124,14,0,0,5752,2
1047,138368,0,5,1,1,68663,13,0,0,5755,2
1048,63547,0,4,1,1,31745,14,0,0,5748,2
1049,165144,0,4,1,1,51202,20,0,0,5745,2
1050,14106,0,1,1,1,475,4,0,0,5749,2
1051,44026,0,2,1,1,12282,18,634,1,5738,2
1052,62183,1896,4,1,1,38635,18,0,0,5738,1
1053,165144,0,5,1,1,71312,18,1000,2,5736,2
1054,45358,0,3,1,1,14507,9,0,0,5735,2
1055,72325,0,5,1,1,56792,16,0,0,5731,1
1056,165144,0,5,1,1,69262,16,348,1,5728,2
1057,165144,0,3,1,1,16106,15,0,0,5728,2
1058,165144,0,5,1,1,79216,27,650,3,5724,2
1059,161546,0,1,1,1,8042,6,600,2,5722,2
1060,38884,0,1,1,1,2850,13,500,1,5729,2
1061,42040,1000,1,1,1,14189,17,4034,13,5717,2
1062,96988,0,2,1,1,7761,14,0,0,5715,2
1063,24394,0,1,1,1,3250,3,250,1,5713,2
1064,165144,0,5,1,1,77694,29,3600,9,5710,2
1065,39313,0,3,1,1,24091,16,0,0,5706,2
1066,891,0,1,1,1,26650,14,550,3,5708,3
1067,146014,0,4,1,1,26366,17,700,3,5822,2
1068,42999,0,4,1,1,33801,12,350,1,5653,1
1069,37163,0,3,1,1,19318,14,0,0,4988,2
1070,6158,0,4,1,1,27754,14,0,0,5546,3
1071,108904,0,3,1,1,19931,17,0,0,5255,2
1072,25168,0,1,1,1,500,1,500,1,5547,2
1073,68454,0,3,1,1,13667,12,0,0,5559,2
1074,70877,0,2,1,1,8956,15,0,0,5696,2
1075,1057,0,1,1,1,433,5,0,0,5622,0
1076,35342,0,5,1,1,70454,12,0,0,5534,3
1077,16992,0,1,1,1,0,0,0,0,5582,2
1078,2558,0,1,1,1,6264,10,0,0,5581,0
1079,165144,0,1,1,1,14000,3,0,0,5595,2
1080,165144,0,1,1,1,10000,1,0,0,5472,2
1081,88500,0,1,1,1,2500,2,0,0,5090,2
1082,8719,0,1,1,1,2000,9,0,0,5671,2
1083,36936,0,1,1,1,2875,16,0,0,5492,2
1084,165144,0,2,1,1,6027,12,0,0,5587,2
1085,165144,0,4,1,1,48708,17,0,0,5657,2
1086,75428,0,2,1,1,7539,14,0,0,5609,2
1087,34383,0,3,1,1,22956,12,0,0,5611,2
1088,82120,0,1,1,1,8000,3,0,0,5619,2
1089,34546,0,1,1,1,1500,2,0,0,5612,2
1090,92641,0,1,1,1,5265,6,0,0,5568,2
1091,95100,0,1,1,1,1250,3,1250,3,5671,2
1092,19960,0,1,1,1,0,0,0,0,4896,2
1093,47150,0,4,1,1,39561,18,0,0,5577,1
1094,1650,0,1,1,1,1250,3,250,1,5554,0
1095,100992,0,1,1,1,8144,16,409,2,5422,2
1096,68610,0,2,1,1,6115,12,0,0,5349,2
1097,75684,0,2,1,1,27320,9,0,0,5316,2
1098,42438,0,1,1,1,519,10,0,0,5349,2
1099,17645,0,4,1,1,60978,20,0,0,5660,3
1100,24545,0,1,1,1,0,0,0,0,5671,2
1101,84633,0,3,1,1,10771,10,0,0,5479,2
1102,103891,1388,5,1,1,140573,21,1150,3,5699,1
1103,39847,0,5,1,1,95918,38,150,1,5694,3
1104,47938,0,3,1,1,12656,13,0,0,5708,2
1105,88929,0,4,1,1,44932,20,650,2,5694,2
1106,129866,0,5,1,1,66150,30,0,0,5692,2
1107,22585,0,1,1,1,3430,3,0,0,5689,2
1108,47394,0,2,1,1,31347,19,2150,5,5688,2
1109,73640,0,2,1,1,10192,14,0,0,5156,2
1110,165144,0,4,1,1,51296,20,500,1,5087,2
1111,165144,0,5,1,1,136704,27,0,0,5028,1
1112,117543,4116,4,1,1,32355,21,600,2,4954,2
1113,102803,0,5,1,1,90605,20,0,0,5701,1
1114,89945,0,2,1,1,14218,16,350,1,5680,2
1115,165144,0,1,1,1,24215,8,322,1,5678,2
1116,69337,0,3,1,1,17740,13,0,0,5667,2
1117,140866,0,3,1,1,15906,17,0,0,5672,2
1118,25634,2505,1,1,1,0,0,0,0,5663,2
1119,82078,0,4,1,1,40279,9,0,0,5664,2
1120,33327,0,1,1,1,1000,1,0,0,5664,2
1121,95783,0,3,1,1,14506,13,0,0,5659,2
1122,27591,0,1,1,1,8209,34,1800,16,5659,2
1123,82114,0,5,1,1,58335,15,0,0,5658,1
1124,15917,2586,5,1,1,105449,25,200,2,5653,3
1125,140511,0,4,1,1,32105,16,0,0,5651,2
1126,165144,0,2,1,1,18202,30,1100,3,5652,2
1127,28223,0,2,1,1,8625,12,0,0,5651,2
1128,33129,0,3,1,1,30775,14,500,1,5647,1
1129,1625,0,1,1,1,1375,4,0,0,1547,0
1130,52819,0,4,1,1,37535,15,1000,2,5645,1
1131,3507,1745,1,1,1,14500,7,0,0,5643,3
1132,14769,0,1,1,1,500,1,0,0,5639,2
1133,37215,0,2,1,1,8199,8,0,0,5637,2
1134,115655,0,4,1,1,64968,21,500,1,5631,2
1135,165144,0,3,1,1,14775,16,200,2,5629,2
1136,24418,0,2,1,1,12533,13,0,0,5626,2
1137,34562,0,1,1,1,1770,9,250,3,5622,2
1138,144570,0,4,1,1,49052,15,0,0,5617,2
1139,24813,0,1,1,1,4066,10,0,0,5225,2
1140,48803,0,5,1,1,72129,14,0,0,5107,1
1141,22116,0,3,1,1,20809,14,0,0,5463,1
1142,8516,0,1,1,1,0,0,0,0,5566,2
1143,36079,0,3,1,1,22506,22,150,1,5323,2
1144,16872,0,1,1,1,28964,7,0,0,5479,3
1145,62895,0,1,1,1,8500,4,0,0,5520,2
1146,7383,0,1,1,1,7225,11,2750,7,5238,1
1147,2261,0,1,1,1,15062,2,0,0,5556,3
1148,66950,0,1,1,1,17303,20,2000,8,5464,2
1149,84856,0,1,2,1,6894,13,0,0,5547,2
1150,71128,2919,1,1,1,17950,17,4450,11,5162,2
1151,39654,0,1,1,1,1625,6,0,0,5518,2
1152,25214,0,1,1,1,1000,1,0,0,5598,2
1153,48775,0,3,1,1,17494,15,0,0,5588,2
1154,81952,0,5,1,1,64754,22,0,0,5427,1
1155,46535,0,3,1,1,25891,14,150,1,5399,1
1156,23130,0,1,1,1,5032,10,0,0,5500,2
1157,100443,0,3,1,1,12744,21,0,0,5492,2
1158,139664,0,5,1,1,63706,14,0,0,5505,2
1159,31769,0,1,1,1,0,0,0,0,5464,2
1160,60170,0,3,1,1,17235,14,0,0,5351,2
1161,33373,0,1,1,1,0,0,0,0,5427,2
1162,59385,0,3,1,1,22914,11,0,0,5476,2
1163,165144,0,5,1,1,77333,39,0,0,5517,2
1164,23379,0,2,1,1,11712,25,0,0,5499,2
1165,22372,0,3,1,1,14766,12,0,0,4950,2
1166,23120,0,1,1,1,4231,7,0,0,5615,2
1167,46157,0,1,1,1,1625,3,500,1,5609,2
1168,94896,0,4,1,1,38127,15,500,1,5602,2
1169,12091,0,4,1,1,29271,15,0,0,5609,3
1170,56451,0,2,1,1,9302,11,0,0,5597,2
1171,106309,0,3,1,1,21873,22,1200,4,5594,2
1172,121853,0,3,1,1,18120,18,2000,4,5589,2
1173,4137,0,3,1,1,15891,19,0,0,5588,3
1174,21676,0,3,1,1,15392,15,100,1,5584,2
1175,36644,0,3,1,1,14506,13,0,0,5583,2
1176,77102,0,3,1,1,13175,20,1850,6,5581,2
1177,32214,11148,3,1,1,12717,10,0,0,5576,2
1178,42351,0,4,1,1,28959,14,0,0,5594,2
1179,34450,0,1,1,1,26996,7,0,0,5566,1
1180,4151,0,1,1,1,375,3,0,0,5570,0
1181,60646,888,5,1,1,57011,18,50,1,5559,1
1182,44331,0,1,1,1,2850,3,350,1,5555,2
1183,76742,0,3,1,1,17910,13,0,0,5547,2
1184,27993,0,1,1,1,6000,3,0,0,5542,2
1185,67770,0,3,1,1,23960,15,0,0,5539,2
1186,30554,0,4,1,1,38243,25,0,0,5324,1
1187,123646,0,1,1,1,12450,30,2450,29,5069,2
1188,165144,0,1,1,1,18372,15,1450,4,5373,2
1189,6584,0,1,1,1,0,0,0,0,5118,2
1190,17489,0,1,1,1,5565,4,0,0,5380,2
1191,28941,0,1,1,1,2935,6,0,0,4692,2
1192,19085,0,1,1,1,827,11,0,0,5244,2
1193,56480,0,4,1,1,35841,31,500,1,5401,1
1194,8320,0,1,1,1,0,0,0,0,5164,2
1195,13640,0,1,1,1,1500,5,0,0,4923,2
1196,14739,0,1,1,1,1800,4,800,3,5332,2
1197,30594,0,1,1,1,3250,12,0,0,5017,2
1198,11162,0,1,1,1,0,0,0,0,4950,2
1199,15964,0,1,1,1,0,0,0,0,5325,2
1200,5583,0,1,1,1,3147,14,0,0,5365,0
1201,38822,0,1,1,1,2000,9,0,0,5304,2
1202,2305,0,1,1,1,0,0,0,0,5105,0
1203,39372,0,1,1,1,4296,10,0,0,5190,2
1204,25125,0,1,1,1,1875,8,0,0,5147,2
1205,10288,0,1,1,1,1250,3,0,0,5532,2
1206,135149,0,1,1,1,15300,19,3800,17,5267,2
1207,4916,0,1,1,1,900,3,800,2,5107,0
1208,163976,0,4,1,1,39098,18,2594,4,4922,2
1209,165144,0,1,1,1,3600,4,100,1,5412,2
1210,104442,0,4,1,1,38180,23,1450,5,5029,2
1211,131992,0,3,1,1,12504,16,0,0,5372,2
1212,2278,0,1,1,1,0,0,0,0,5175,0
1213,34086,0,3,1,1,19669,18,1500,3,5344,2
1214,8740,0,1,1,1,1250,3,0,0,5395,2
1215,165144,0,4,1,1,40945,13,0,0,5379,2
1216,26748,0,3,1,1,11981,14,0,0,5408,2
1217,65969,0,1,1,1,2550,5,1050,3,5419,2
1218,10009,0,1,1,1,0,0,0,0,5353,2
1219,165144,0,1,1,1,28904,9,2303,4,5408,2
1220,40965,10098,1,1,1,9850,11,1850,6,5429,2
1221,57509,0,4,1,1,52449,19,150,1,5441,1
1222,71503,0,1,1,1,7819,17,0,0,5080,2
1223,110247,0,3,1,1,13690,16,0,0,5272,2
1224,83572,745,5,1,1,101110,27,1700,5,5231,1
1225,106234,5124,2,1,1,11160,26,0,0,5238,2
1226,28205,0,5,1,1,101685,16,0,0,5267,3
1227,7239,0,3,1,1,15835,15,0,0,5343,3
1228,63638,0,1,1,1,0,0,0,0,5155,2
1229,31967,0,1,1,1,1600,4,350,2,5101,2
1230,97752,0,1,1,1,3676,10,0,0,5309,2
1231,8327,0,1,1,1,0,0,0,0,5268,2
1232,10179,0,2,1,1,5321,15,0,0,4989,2
1233,23786,0,1,1,1,16950,4,0,0,5364,2
1234,33020,0,1,1,1,6155,25,1500,3,5322,2
1235,35316,0,1,1,1,1250,4,500,1,5330,2
1236,146086,0,1,1,1,6950,17,6950,17,5345,2
1237,15352,0,1,1,1,1350,4,0,0,5359,2
1238,13522,0,1,1,1,5000,1,0,0,5162,2
1239,13949,0,1,1,1,0,0,0,0,5374,2
1240,99405,0,1,1,1,14150,11,2150,9,5400,2
1241,50016,0,3,1,1,13495,14,0,0,4548,2
1242,23696,0,2,1,1,5577,10,0,0,5531,2
1243,55384,967,1,1,1,0,0,0,0,5309,2
1244,165144,0,4,1,4,98717,30,0,0,5531,1
1245,95207,0,3,1,1,30652,30,2348,8,5531,2
1246,80431,0,1,1,1,2150,2,150,1,5531,2
1247,49288,0,3,1,1,12538,19,600,2,5353,2
1248,81291,0,2,1,1,10522,14,1430,1,5154,2
1249,48877,0,2,1,1,11761,35,371,2,5371,2
1250,164884,0,4,1,1,35226,18,1734,2,5283,2
1251,29707,0,1,1,1,300,3,0,0,5275,2
1252,26325,0,2,1,1,14559,20,1310,2,5521,2
1253,28553,0,3,1,1,13844,5,0,0,5517,2
1254,152421,0,3,1,1,17045,20,500,1,5510,2
1255,17699,0,1,1,1,0,0,0,0,5505,2
1256,70565,2408,1,1,1,25261,15,750,2,5499,2
1257,15450,0,1,1,1,50,1,50,1,5499,2
1258,71736,0,5,1,1,53602,25,50,1,5485,1
1259,37926,0,3,1,1,25153,7,0,0,5845,2
1260,58628,0,3,1,1,22581,13,0,0,5471,2
1261,31007,0,1,1,1,5700,6,1200,4,5465,2
1262,11494,0,1,1,1,8425,15,4700,11,5487,1
1263,27469,0,1,1,1,1,3,0,0,5461,2
1264,44760,0,1,1,1,3105,6,100,2,5455,2
1265,7210,0,1,1,1,2402,13,0,0,5449,2
1266,92402,0,4,1,1,40825,14,0,0,5443,2
1267,22831,0,1,1,1,4500,15,0,0,5442,2
1268,59113,0,4,1,1,46808,32,0,0,5435,1
1269,24608,0,5,1,1,62774,21,0,0,5430,3
1270,16103,0,1,3,1,10819,13,0,0,5427,2
1271,51261,0,1,1,1,2000,4,2000,4,4904,2
1272,24698,0,1,1,1,1329,5,500,1,4267,2
1273,88177,0,5,1,1,53468,19,400,1,5080,1
1274,74453,0,1,1,1,5500,3,0,0,5181,2
1275,39601,0,1,1,1,4066,12,0,0,5434,2
1276,1227,0,1,1,1,0,0,0,0,5786,0
1277,138254,0,1,1,1,24100,9,0,0,5420,2
1278,18046,0,1,1,1,162,4,0,0,5416,2
1279,108395,0,2,1,1,8598,8,0,0,5416,2
1280,21839,0,1,1,1,1375,4,0,0,5411,2
1281,11542,0,4,1,1,49100,16,1500,3,5405,3
1282,41648,0,4,1,1,32117,35,2200,5,5408,1
1283,39908,0,4,1,1,45824,29,0,0,5394,1
1284,14889,0,1,1,1,1500,2,0,0,5393,2
1285,103796,0,5,1,1,63335,26,250,1,5021,1
1286,69323,0,1,1,1,5140,2,0,0,4786,2
1287,21599,0,2,1,1,5561,13,0,0,5302,2
1288,60936,0,5,1,1,56381,17,0,0,5051,1
1289,148053,0,1,1,1,10250,2,250,1,5301,2
1290,10702,0,1,1,1,200,2,200,2,5272,2
1291,891,0,1,1,1,1000,1,0,0,5204,0
1292,36290,0,1,1,1,8600,13,2600,9,5111,2
1293,157416,0,5,1,1,67795,16,0,0,5132,2
1294,1511,0,1,1,1,2250,11,0,0,5051,0
1295,165144,0,4,1,1,45629,13,500,1,4989,2
1296,139298,0,1,1,1,0,0,0,0,4965,2
1297,82380,0,1,1,1,2601,13,0,0,5071,2
1298,115591,867,1,1,1,9500,20,2500,16,4967,2
1299,107333,0,1,1,1,4374,5,1874,4,5063,2
1300,165144,0,3,1,4,43993,40,2150,7,5030,2
1301,23023,0,1,1,1,0,0,0,0,5087,2
1302,43403,1846,1,1,1,3350,12,3350,12,3930,2
1303,15719,0,2,1,1,5740,13,0,0,4974,2
1304,128676,0,1,1,1,8500,3,0,0,5164,2
1305,8836,0,1,1,1,4788,6,808,3,4544,2
1306,94875,0,5,1,1,58314,25,800,7,4736,1
1307,27243,0,2,1,1,6785,12,0,0,4606,2
1308,64969,0,1,1,1,1135,13,0,0,4996,2
1309,6112,0,1,1,1,0,0,0,0,5072,2
1310,71784,0,4,1,1,39276,20,0,0,4936,2
1311,31484,0,1,1,1,3125,11,0,0,4117,2
1312,17995,0,1,1,1,0,0,0,0,4994,2
1313,40994,0,4,1,1,26916,15,500,1,5078,2
1314,165144,1000,5,1,1,72965,31,3000,11,4666,2
1315,165144,0,4,1,1,30347,19,0,0,4792,2
1316,74777,0,2,1,1,20630,8,0,0,5384,2
1317,165144,0,3,1,1,24630,17,0,0,5240,2
1318,22132,0,1,1,1,0,0,0,0,5150,2
1319,83508,1514,1,1,1,11268,13,2176,2,5069,2
1320,88122,0,3,1,1,19408,13,0,0,5174,2
1321,152284,0,5,1,1,77045,38,1648,10,4996,2
1322,4146,0,1,1,1,3750,9,0,0,5210,0
1323,25272,0,1,1,1,0,0,0,0,5189,2
1324,21855,0,1,1,1,200,3,0,0,5383,2
1325,63454,0,4,1,1,49068,13,0,0,5383,1
1326,24292,0,2,1,1,6558,10,0,0,5276,2
1327,60168,0,4,1,1,44133,16,0,0,4313,1
1328,9554,0,1,1,1,2710,3,0,0,5064,2
1329,30130,0,2,1,1,9192,15,0,0,4993,2
1330,12665,0,1,1,1,4125,24,0,0,4539,2
1331,9860,0,1,1,1,99,1,99,1,5055,2
1332,10069,0,1,1,1,200,1,0,0,4933,2
1333,2224,0,1,1,1,0,0,0,0,5098,0
1334,40576,0,1,1,1,0,0,0,0,5118,2
1335,5667,0,1,1,1,5667,4,0,0,4937,0
1336,59791,0,1,1,1,3254,7,0,0,4602,2
1337,128664,8019,4,1,1,44298,16,50,1,5155,2
1338,126947,0,1,1,1,2350,2,350,1,5167,2
1339,165144,0,3,1,1,20487,20,0,0,5282,2
1340,38604,0,1,1,1,625,5,0,0,5184,2
1341,73008,0,3,1,1,12930,18,0,0,5050,2
1342,62942,500,1,1,1,4752,8,2121,6,5070,2
1343,33057,763,1,1,1,5190,5,0,0,4828,2
1344,42572,0,3,1,1,21809,14,100,1,5070,2
1345,38671,0,1,1,1,2200,9,1000,5,5192,2
1346,5320,0,1,1,1,2275,9,0,0,5084,0
1347,165144,0,2,1,1,24687,14,500,1,4924,2
1348,46272,0,1,1,1,5720,10,800,3,5092,2
1349,113758,0,3,1,1,12616,14,0,0,5199,2
1350,105458,0,1,1,1,750,4,700,2,4924,2
1351,39946,0,3,1,1,16951,14,0,0,5282,2
1352,92859,0,4,1,1,33378,15,0,0,5185,2
1353,25158,0,5,1,1,52278,17,0,0,5079,3
1354,82270,0,2,1,1,24612,6,0,0,5270,2
1355,97155,0,2,1,1,10004,3,0,0,5244,2
1356,153197,0,2,1,1,14712,17,100,1,5189,2
1357,55864,0,1,1,1,3691,6,500,1,5251,2
1358,23890,0,4,1,1,35574,19,0,0,5031,1
1359,46545,1000,1,1,1,0,0,0,0,5066,2
1360,7354,0,1,1,1,0,0,0,0,5050,2
1361,45031,0,1,1,1,1000,1,0,0,5227,2
1362,16125,0,3,1,1,23288,17,0,0,5210,1
1363,891,0,1,1,1,200,1,200,1,5254,0
1364,165144,0,5,1,1,98535,40,2550,9,5202,1
1365,54189,0,2,1,1,8940,17,0,0,4791,2
1366,15439,0,1,1,1,490,3,0,0,5147,2
1367,56308,0,1,1,1,2500,3,1000,2,4688,2
1368,1000,0,1,1,1,0,0,0,0,4769,0
1369,45412,0,1,1,1,1100,3,1100,3,5163,2
1370,21582,0,3,1,1,10811,15,0,0,4695,2
1371,16866,0,1,1,1,0,0,0,0,5072,2
1372,86011,0,4,1,1,31769,18,0,0,5381,2
1373,31786,0,1,1,1,2661,10,0,0,5380,2
1374,16994,0,1,1,1,1550,3,1050,2,5379,2
1375,5824,0,1,1,1,0,0,0,0,5401,2
1376,17587,0,1,1,1,17587,7,0,0,5367,1
1377,1000,0,1,1,1,0,0,0,0,5367,0
1378,91670,0,4,1,1,48193,17,1000,2,5365,2
1379,92800,0,5,1,1,62042,23,350,1,5358,1
1380,31134,0,3,1,1,20108,17,0,0,5352,2
1381,57002,0,1,1,1,2570,13,0,0,5350,2
1382,66516,0,4,1,1,45406,16,200,1,5311,1
1383,18154,0,1,2,1,7748,16,0,0,5310,2
1384,165144,2556,5,1,1,82255,24,0,0,5345,2
1385,14345,0,4,1,1,50752,16,0,0,5487,3
1386,43603,0,1,1,1,17100,4,100,1,5335,2
1387,1836,0,1,1,1,850,4,350,3,5329,0
1388,156041,0,2,1,1,5644,13,0,0,5324,2
1389,49145,0,1,2,1,12755,22,2450,7,5323,2
1390,11648,0,1,1,1,475,4,0,0,5318,2
1391,14525,0,1,1,1,4625,28,0,0,5317,2
1392,10689,0,1,1,1,2750,15,0,0,5315,2
1393,37552,0,1,1,1,100,1,0,0,5340,2
1394,165144,0,5,1,1,56754,14,0,0,5302,2
1395,26156,0,3,1,1,23831,16,0,0,5297,1
1396,32061,0,1,1,1,1100,6,0,0,5295,2
1397,165144,0,5,1,1,61926,29,806,8,5288,2
1398,6000,0,1,1,1,0,0,0,0,5286,2
1399,30892,0,3,1,1,11474,11,0,0,5283,2
1400,29263,0,3,1,1,15184,13,0,0,5279,2
1401,165144,0,4,1,1,31975,21,0,0,5275,2
1402,43761,0,1,1,1,5398,16,0,0,5268,2
1403,21393,0,1,1,1,5040,2,0,0,5262,2
1404,108950,0,1,1,1,3300,9,3300,9,5259,2
1405,25089,0,4,1,1,40763,19,550,2,5259,1
1406,77709,0,4,1,1,36028,19,100,2,5253,2
1407,22533,1000,4,1,1,22206,17,100,1,5248,1
1408,25302,0,3,1,1,11312,13,0,0,5245,2
1409,11908,0,1,1,1,0,0,0,0,5240,2
1410,165144,0,1,1,1,2299,9,0,0,5234,2
1411,8723,0,5,1,1,77923,15,0,0,5231,3
1412,9071,0,1,1,1,1647,9,0,0,5225,2
1413,144848,0,4,1,1,37056,15,0,0,5219,2
1414,130364,0,5,1,1,62083,15,250,1,5213,2
1415,15592,4924,4,1,1,37173,13,0,0,5209,3
1416,25404,0,1,1,1,2125,7,500,1,5203,2
1417,34584,0,1,1,1,6962,21,1500,7,5202,2
1418,32313,0,4,1,1,29188,27,0,0,5397,1
1419,165144,0,4,1,1,37451,24,400,2,5189,2
1420,68891,1697,4,1,1,37257,14,500,1,5178,2
1421,18068,0,1,1,1,0,0,0,0,5174,2
1422,137134,0,5,1,1,92740,20,0,0,5170,1
1423,26561,0,1,1,1,100,1,0,0,4926,2
1424,22093,0,3,1,1,14857,11,200,1,2587,2
1425,58538,1739,4,1,1,48670,19,500,2,4352,1
1426,29667,0,1,1,1,5304,19,0,0,4841,2
1427,88093,0,3,1,1,15518,13,343,1,4660,2
1428,165144,500,1,1,1,3600,12,3500,11,5045,2
1429,62569,0,4,1,1,33765,19,50,1,4888,2
1430,20982,0,4,1,1,44238,18,0,0,4716,3
1431,44665,0,1,1,1,333,2,333,2,3601,2
1432,22639,0,1,1,1,1840,4,0,0,5168,2
1433,120152,0,1,1,1,6250,27,3750,26,4497,2
1434,51402,0,1,1,1,4375,14,0,0,4978,2
1435,32749,0,1,1,1,450,3,450,3,5050,2
1436,165144,0,5,1,1,66546,20,4130,4,5009,2
1437,18924,0,1,1,1,4000,18,0,0,5168,2
1438,61919,0,4,1,1,39163,14,350,1,5157,1
1439,165144,0,1,1,1,3544,12,0,0,5153,2
1440,57927,0,1,1,1,1500,3,1500,3,5149,2
1441,161321,0,5,1,1,59645,21,0,0,5147,2
1442,66936,2370,1,1,1,3450,5,950,4,5147,2
1443,72178,0,1,1,1,2100,10,0,0,5139,2
1444,33964,0,1,1,1,300,3,0,0,5128,2
1445,94272,0,3,1,1,11098,16,0,0,5121,2
1446,53360,0,1,1,1,7251,5,6251,4,5120,2
1447,3578,0,1,1,1,0,0,0,0,5114,0
1448,29342,0,2,1,1,5835,4,0,0,5153,2
1449,28228,0,3,1,1,12948,13,300,1,5108,2
1450,118601,0,5,1,1,51240,19,0,0,5105,2
1451,24660,0,2,1,1,7206,14,0,0,5136,2
1452,147822,0,4,1,1,42469,18,0,0,5107,2
1453,165144,0,4,1,1,37122,38,1800,6,5091,2
1454,2625,0,1,1,1,125,1,0,0,5087,0
1455,49438,0,4,1,1,33912,14,0,0,5085,1
1456,24930,0,3,1,1,13060,9,0,0,5084,2
1457,89835,0,2,1,1,9058,11,0,0,5080,2
1458,46734,0,2,1,1,10007,18,0,0,5080,2
1459,165144,0,1,1,1,12584,9,4084,4,5079,2
1460,891,0,1,1,1,50,1,50,1,5073,0
1461,97416,0,5,1,1,63679,29,0,0,5093,1
1462,127768,0,5,1,1,65264,21,250,1,5064,2
1463,139882,0,4,1,1,47089,15,0,0,4859,2
1464,10740,0,1,1,1,0,0,0,0,4926,2
1465,57330,0,1,1,1,380,3,0,0,4986,2
1466,33560,0,1,1,1,2600,14,0,0,4604,2
1467,53210,0,1,1,1,11422,10,0,0,4993,2
1468,9795,0,1,1,1,0,0,0,0,4960,2
1469,16984,0,2,1,1,10334,15,0,0,4884,2
1470,46349,0,4,1,1,33923,20,1100,2,4856,1
1471,118079,0,4,1,1,43298,16,500,1,4867,2
1472,29632,0,1,1,1,0,0,0,0,4898,2
1473,164307,0,3,1,1,21704,14,0,0,4023,2
1474,13490,0,1,1,1,0,0,0,0,4870,2
1475,36296,0,1,1,1,5780,6,0,0,4600,2
1476,165144,6168,1,1,1,27500,11,1500,3,4974,2
1477,120447,0,5,1,1,53804,15,350,1,4840,2
1478,35094,0,1,1,1,4000,11,0,0,4944,2
1479,165144,0,5,1,1,56204,31,500,1,4429,2
1480,30662,0,1,1,1,0,0,0,0,4996,2
1481,157452,0,4,1,1,45312,18,0,0,4471,2
1482,24266,0,1,1,1,2375,12,0,0,4111,2
1483,49991,0,4,1,1,44146,27,2510,4,4803,1
1484,42275,925,1,1,1,4100,6,1600,5,4712,2
1485,59162,0,1,1,1,2520,7,0,0,4726,2
1486,109625,0,5,1,1,63372,19,500,1,5056,1
1487,30486,0,1,1,1,0,0,0,0,5051,2
1488,165144,2288,4,1,1,63385,22,350,1,5045,2
1489,165144,0,1,1,1,8370,30,6520,28,5042,2
1490,20818,0,1,1,1,15214,4,0,0,5036,2
1491,106509,0,1,1,1,1113,7,0,0,5036,2
1492,65982,0,1,1,1,1750,4,750,3,5030,2
1493,9002,0,1,1,1,1586,9,0,0,4933,2
1494,16088,0,3,1,1,17872,15,0,0,4563,1
1495,10079,0,1,1,1,569,8,0,0,4651,2
1496,48863,0,5,1,1,71013,18,1050,3,4925,1
1497,137402,0,1,1,1,950,6,200,3,4685,2
1498,71076,1000,1,1,1,10000,1,0,0,4820,2
1499,20630,0,1,1,1,2045,4,0,0,4643,2
1500,119180,1467,1,1,1,9275,20,1300,6,4657,2
1501,54116,1846,3,1,1,34997,14,0,0,4848,1
1502,36665,0,1,1,1,1625,6,0,0,4747,2
1503,165144,0,4,1,1,51765,18,450,1,4770,2
1504,48721,0,1,1,1,18781,12,300,3,4672,2
1505,165144,0,3,1,1,27471,20,1600,7,4905,2
1506,88668,0,2,1,1,9889,15,100,1,4903,2
1507,46074,0,1,1,1,2193,11,0,0,4419,2
1508,1923,0,1,1,1,1170,2,0,0,4615,0
1509,46030,0,1,1,1,4375,27,0,0,4566,2
1510,31236,0,1,1,1,2250,13,0,0,4523,2
1511,18351,0,1,1,1,0,0,0,0,4744,2
1512,4779,0,1,1,1,600,2,0,0,4926,0
1513,124775,1704,1,1,1,11564,8,700,2,4847,2
1514,66923,0,3,1,1,17139,12,0,0,4875,2
1515,24008,0,1,1,1,540,3,0,0,4901,2
1516,118415,2329,1,1,1,4475,10,100,1,4545,2
1517,2793,0,1,1,1,8000,3,0,0,4588,3
1518,70464,0,1,1,1,4000,4,1000,2,4889,2
1519,71930,0,4,1,1,32774,13,500,1,4300,2
1520,126484,0,1,1,1,5942,13,3192,11,4758,2
